keyword,created_at,author_handle,text,like_count,repost_count,post_uri
#photocard,2026-05-20T09:12:20.670Z,serknoire.bsky.social,"Chemists Photocard design - Robert Boyle
(I'll start making new merch of this photocard!)

#artofserknoir #chemistry #historyofscience #photocard",0,0,at://did:plc:jnpxlpq4ui7pdpexifmejsgj/app.bsky.feed.post/3mmbksed2ns2q
#photocard,2026-05-09T01:30:56.863Z,skyteaa.bsky.social,"Gonna have 100 SkyTeaa holo photo cards for my con season this year! I would love to trade with people/ fans for these during events this year! I can’t wait to have them in hand! 

I’ve got SO MANY ORDERS RIGHT NOW. I’m just STARTING AT MY EMAIL WAITING! 

#SkyTeaaArt #photocard",34,1,at://did:plc:y7i32hhpuuxg47hadm6aopfa/app.bsky.feed.post/3mlf3viwtjs2j
#photocard,2026-05-04T17:30:49.279Z,daebias.bsky.social,"La wishlist de la commu est en ligne sur Daebias !

Postez les photocards qu'il vous manque pour compléter vos collections. Si quelqu'un possède votre PC dans son binder, il pourra vous aider à finir votre set.

daebias.com/wishlist

#kpop #photocard #daebias",0,0,at://did:plc:un4wdbckmmouuj5syxk64qjw/app.bsky.feed.post/3ml277acnvc2o
#photocard,2026-05-02T20:00:10.168Z,daebias.bsky.social,"Mon 1er projet de code de lycéenne : mêler le code et la K-pop !!!

Je construis Daebias, une marketplace pour acheteret vendre photocards entre fans.

Vendez vos PC ici : daebias.com

#Kpop #Photocard #KpopFrance #Daebias",1,0,at://did:plc:un4wdbckmmouuj5syxk64qjw/app.bsky.feed.post/3mkvglsdmof2e
#photocard,2026-05-01T15:37:18.763Z,cait-art18.bsky.social,"recent poca comms!!
You x mini you(s)/ ur fav chara!! 🤭

This service is now available on my VGen/ dm!! 
💌 vgen.co/Cait_art18

Feel free to contact me if u have any questions~

#watercolor #photocard #traditional #commsopen",6,3,at://did:plc:bp6amlxwou4ohqp2obyoz5fl/app.bsky.feed.post/3mkshh6ibms2m
#photocard,2026-04-26T20:40:17.750Z,deceivelain.bsky.social,"#Sketchpage #photocard #commission for @ scottland on #vgen ! Very fun character and colors to work with :D

#originalcharacter #ocsky #artsky #VgenComm",15,5,at://did:plc:uvteiij6qacztx6apyfnhti5/app.bsky.feed.post/3mkgg2jj7i226
#photocard,2026-04-26T06:12:19.747Z,moonrimuvi.bsky.social,"Iris🩷

continue the series of photocards⭐️

#photocard #aceattorney #iris #thegreataceattorney #tgaa",17,10,at://did:plc:m2pjciqe3pkjebapsf3si6om/app.bsky.feed.post/3mkevkgu4as2y
#photocard,2026-04-25T19:10:33.851Z,moonrimuvi.bsky.social,"Luluci💛

continue the series of photocards⭐️

#photocard #witchhatatelier #wha #δ帽子 #luluci",23,10,at://did:plc:m2pjciqe3pkjebapsf3si6om/app.bsky.feed.post/3mkdql6qwec2n
#wtsphotocard,2024-07-03T13:50:30.870Z,ferlinaidaf.bsky.social,"wts photocard treasure

member :
✅ Hyunsuk
✅ Haruto
✅ Doyoung
✅ Jaehyuk
✅ Junghwan
✅ Asahi

ex member :
✅ Yedam
✅ Mashiho

note :
✔️ Nego
✔️ Original 100%
✔️ Bisa via oren/hijau/hitam/manual

#wtsphotocard #wtstreasure #treasuremarket #TREASURE_REBOOT_IN_JAKARTA",2,0,at://did:plc:v7f33zshutobravxbtlj6v4p/app.bsky.feed.post/3kwf2imaoxk2w
#wtsphotocard,2024-06-24T03:51:09.464Z,mailluvbox.bsky.social,"Rt, likes are appreciated!
#Wts || want to sell rd ina!

📌 price in pict
📌 price exc packing
📌 shipping from Surabaya
📌 negotiable

Mention for take 

#wtsnct #nctseventeen #wtsgaramsoundwave #wtskaiexo #wtsphotocard",0,0,at://did:plc:xqvh7vmkczk6imxpekrvc5x2/app.bsky.feed.post/3kvnesl4jub2l
kpop photocard,2026-08-11T18:10:33.969Z,kaskabeltz.eurosky.social,Es una photocard de idol de kpop,1,0,at://did:plc:psehqk5633vubre3ohlvicqm/app.bsky.feed.post/3mst7lkf4gk2z
kpop photocard,2026-08-11T01:55:47.172Z,flavitamdzs.bsky.social,"✨ *DROP STRAYKIDS*✨
💰 valores na imagem + Frete (carta registrada)
✅ *Set em Mãos*
👉 Disponibilidade na Imagem
🔞MENORES OUT  
💌Minha casa + Você 
OBS: Comprando três pcs ou mais tem desconto
🏷️vendo venda troca troco photocard kpop grupo collector skz Félix IN Bangchan",0,0,at://did:plc:3vmo2bjwk74gfr2bdupsqe4t/app.bsky.feed.post/3msrj4emrxs2q
kpop photocard,2026-08-10T20:43:55.476Z,nanabananayeah.bsky.social,"Peguei elevador com uma jovem que usava 1 photocard do Baekhyun (eu acho) pendurado no cinto. Daí eu comentei com minha mãe, e ela disse “e não era mais nenhuma adolescentezinha”. PRA QUÊ?! Eu fiz todo o meu discurso sobre kpop não ser pra adolescente e sobre meu pai usar camisa do Vasco aos 76 anos",0,0,at://did:plc:mwpx6ebfqe3shkveltvsnt6m/app.bsky.feed.post/3msqxouju2s2o
kpop photocard,2026-08-08T20:40:08.662Z,cutiepies2.bsky.social,Arrumadinha está meu holder,5,0,at://did:plc:vxu7y6hqfimbqx5eooenyqg5/app.bsky.feed.post/3mslwjvqsxk2d
kpop photocard,2026-08-08T16:00:30.671Z,kpop-nsfw.bsky.social,"Y’all I got my new debit card and it’s flawless as it could be. This is peak.

https://www.kpopnsfw.com/299057/yall-i-got-my-new-debit-card-and-its-flawless-as-it-could-be-this-is-peak/

An Yujin, light of my life, my soul and whatsoever. This ain't no ordinary photocard, this is …",0,0,at://did:plc:vlihmzxvpwjondmxahcpgke6/app.bsky.feed.post/3mslgwadabk24
kpop photocard,2026-08-08T14:26:28.646Z,wangshu-jun.bsky.social,"maaaaybe we went a second time today, just to get the photocard 👉👈✨
it was a stressful journey to actually get it bc clearly UCI wasn’t prepared for the concept of photocards and kpop, but i was so happy i got the san pc in the end that i almost cried haha 🥹",4,0,at://did:plc:fnvo4dzjj4oqvamfanrlkq5h/app.bsky.feed.post/3mslbnsmkk22j
kpop photocard,2026-08-07T15:23:00.579Z,colbimlac.bsky.social,Mas se são meninas colecionando photocard de idol de kpop...,0,0,at://did:plc:zosoramtyizzlo7y4vibxcot/app.bsky.feed.post/3msiueateys2d
kpop photocard,2026-08-06T22:26:26.872Z,histerico.bsky.social,at this point there's no difference between cartas de pokemon e photocard de kpop pqp pagar absurdo por um pedaço de papel,0,0,at://did:plc:sfgl336shtbmw2oxnrzp5znb/app.bsky.feed.post/3msh3kgkloc27
kpop photocard,2026-08-06T18:38:56.564Z,introyouth.bsky.social,"the CONCEPT of photocard holders with my friends in it omfg 🤩
might have to steal the idea

the kpop version of lovers picture in the wallet omg (i do have tannies in my wallet..) how cute",1,0,at://did:plc:ksp3ypmxcw5vsmnqmc7mcxfb/app.bsky.feed.post/3msgotonxck2k
kpop photocard,2026-08-06T17:29:43.464Z,tigerlily.cafe,hey Kpop ppl what brand do you use for photocard holders. I have 82476383738293782 toploaders due to being a tcg girlie but.,0,0,at://did:plc:dis2fsbsoeyqy7zezkngfxyj/app.bsky.feed.post/3msgkxwtzm22z
kpop photocard,2026-08-06T03:54:04.067Z,liatriskitty.bsky.social,"New pfp who dis? Was inspired by an Ateez kpop photocard.

Art by Shai_juno on vgen",5,2,at://did:plc:qc6a53jxetckfzgsbdecjfoq/app.bsky.feed.post/3msf5faoal22b
kpop photocard,2026-08-05T20:04:39.271Z,groovepick.bsky.social,"JENNIE : Vinyle ""Ruby"" Rouge Rubis en exclu ! 💎🌹

Le #GroovePick K-Pop ! Édition limitée avec mini poster, carte postale et photocard. Un collector magnifique pour tous les fans de @jennierubyjane.bsky.social l 💿🔥

💰 24,99€ | 🗓️ le 22/08/25 
👉 tidd.ly/454x3Kp 🚀

#Jennie #KPop #Vinyl #Publicité #Fnac",0,0,at://did:plc:liep3tnjqxl53t5iu6pjei65/app.bsky.feed.post/3msed6244fk2g
kpop photocard,2026-08-02T20:04:50.870Z,vichrodrigues.bsky.social,a momo dando um tapa na cara e cuspindo na galera que encheu o saco dela pela cartinha pokemon lá,0,0,at://did:plc:dbgafpyw3doxdlgeupjjgeao/app.bsky.feed.post/3ms4rrjepec24
kpop photocard,2026-08-01T23:50:05.475Z,moxamber.bsky.social,"I am not shocked to hear that Kpop photocard scene might be worse than pokemon, but that is also a horrifying thing to read.",0,0,at://did:plc:paj6ipalc3udmxlestdq7qfd/app.bsky.feed.post/3ms2nvepk7s2d
kpop photocard,2026-07-30T18:00:34.274Z,chaminefufu.bsky.social,eu entendo gostar de ter um photocard ou outro mas coleção de photocard pra mim é algo que foge muito a minha compreensão e talvez porque eu ja seja calejada demais em kpop rpa saber que a não ser que seja um grupo enorme em breve deve dar disband,0,0,at://did:plc:ovgf4j3q6eowzb7f5iwtaz6d/app.bsky.feed.post/3mruz2fgy7c2i
kpop photocard,2026-07-26T21:23:32.768Z,thekpophag.bsky.social,Made some fun things for my photocard collection. Will print and cut them tomorrow to see if they any adjustments before putting them up on my Ko-Fi #kpop #photocardcollection,0,0,at://did:plc:lbcbqywa4stoza4gesg4erkn/app.bsky.feed.post/3mrlcvvb7z22y
kpop photocard,2026-07-26T20:46:58.883Z,blutmut.bsky.social,fun fact tho i really wanted outlaw by ateez because its one of my absolute favorite kpop albums ever but i didnt like any of the versions so i had to go for the one i disliked the least and unfortunately its purple which is my least favorite color. and then i got a san photocard from it,0,1,at://did:plc:fuynrqkp6haflpoz3scxt6yz/app.bsky.feed.post/3mrlauhi7rs2q
kpop photocard,2026-07-25T20:13:10.364Z,proteinscollide.bsky.social,My Milan kpop moment...I don't have a Jeno photocard so Chenle subbed in 😅🍨,6,0,at://did:plc:s5wyl7jqooeqq7h3aitozqwv/app.bsky.feed.post/3mrioidz5tc2v
kpop photocard,2026-07-25T05:10:17.770Z,st4rg4zz3rrr.bsky.social,jongho.. jongho please let me get your photocard at kpop nabi in the morning.. 😞,1,0,at://did:plc:f5d37tx72xjlniu5psll7yuv/app.bsky.feed.post/3mrh42o65ic27
kpop photocard,2026-07-23T05:50:58.669Z,crownlessagain.bsky.social,"My Loot Drops

-1 sugar free monster energy 
-2(+) knives
-1 assorted TGCF related item (pin/keychain/photocard etc)
-1 Carmex lip balm
-1 assorted Kpop photocard (Taemin or San most likely)
-a handful of knotted friendship bracelets
-1 hair tie
-1 black cloth face mask
-1 baseball cap",8,0,at://did:plc:qdp4qbcfomsiuq727e7wsj5m/app.bsky.feed.post/3mrc5fl2tz22d
kpop photocard,2026-07-23T05:18:24.863Z,severinlee.bsky.social,"Loot that drops after defeating me:

• one of my key chains (random)
• an unfinished art
• lip balm
• 10 hair ties 
• top ten kpop fics
• poverty
• complicated relationship with mom
• yeonjun fake photocard
• three pen cases
• a money attracting amulet
• back pain",9,0,at://did:plc:gs7i3jq64y42yox7x2cyyi7n/app.bsky.feed.post/3mrc3ldjjfs2d
kpop photocard,2026-07-22T23:17:11.665Z,awyeahmrb.bsky.social,I guess my kpop photocard collection is going to be my retirement,0,0,at://did:plc:gwc525eymedrwaquax4tuukt/app.bsky.feed.post/3mrbhffe6gk2f
kpop photocard,2026-07-22T17:16:01.972Z,kathnotkathy.bsky.social,"First Kpop photocard album ordered 🫶 I have finally outgrown just keeping them in toploaders in a box, lol, I need a system for my babies so I can easily show them off & pick ones to wear on my bag.",1,0,at://did:plc:ou6sfk2dqrnoctmvcj4eayxi/app.bsky.feed.post/3mrat7mxwck2q
kpop photocard,2026-07-21T22:23:41.168Z,belpetit.bsky.social,,7,0,at://did:plc:3bq4bmrzd3qqefjkaebr4brc/app.bsky.feed.post/3mr6twkncg22t
kpop photocard,2026-07-20T19:38:50.068Z,ellywing.bsky.social,"Do it, theres SO many options from kpop photocard books to choose from!! I wanna see more people to just be loud about their love for their characters >:3 esp with the handles its sooo nice!!",1,0,at://did:plc:3hojwcodpglutpcwila5wh7n/app.bsky.feed.post/3mr42b6ir7s2q
kpop photocard,2026-07-17T13:41:54.075Z,shanicetjn.bsky.social,"Bringing the boys out for dinner! 💖 Thank you for drawing them for me, @ruanauden.bsky.social ilysm.

#SajaBoys | #Abby | #Jinu | #Stoof",29,8,at://did:plc:5cnxjkcmcv53p7gydotxl7wp/app.bsky.feed.post/3mqtuvojaus2e
kpop photocard,2026-07-17T11:21:05.970Z,camomille.bsky.social,e quando eu der meu último suspiro saibam que o meu maior feito foi usar guarda photocard de kpop pra levar meu bilhete único igual um chaveiro,3,0,at://did:plc:vowjpd7kfwif2vtbcrofdwc5/app.bsky.feed.post/3mqtn224ims23
kpop photocard,2026-07-16T18:23:19.477Z,lsinthechat.bsky.social,"Selling boy paper on Pocamarket. Check what I’ve got: (I got the Hyunjoong target exclusive up there)

pocamarket.com/s/@sourpuss_...

Please give these paper boys a good home. 

[ #kpop #photocards #ateez #pocamarket #boypaper ]",0,0,at://did:plc:dvzdikrpwaivovw5nbllmuwn/app.bsky.feed.post/3mqru6fyd5s2o
kpop photocard,2026-07-15T19:31:38.572Z,kathnotkathy.bsky.social,"I know I am talking into the void with this one, but: I am sorta confused how few Kpop women stan woman artists. Like I love Yena. I make my own Yena merch. But I have yet to run into another woman or not cis man in the wild who has a lady in their photocard holder. It's always a man.",1,0,at://did:plc:ou6sfk2dqrnoctmvcj4eayxi/app.bsky.feed.post/3mqphjnuozs2n
kpop photocard,2026-07-15T16:03:06.579Z,tinatalkingalone.bsky.social,"dia 03 de férias: decorei e organizei meu álbum de photocard e assisti um video da reconstrução da casa do Ea-Nasir no Minecraft 

engraçado como me acostumo rápido a não trabalhar e estudar",2,0,at://did:plc:jrnrbwvgdiasrl3g75cibtnx/app.bsky.feed.post/3mqp3ugrzb22v
